serial,year,asecwt,nchild,ftotval
49668,2022,3769.79,0,55010
49669,2022,3749.6,0,22001
49670,2022,3693.4,0,135707
49674,2022,1660.01,2,98385
49675,2022,1813.44,1,119410
49676,2022,1528.59,4,90501
49677,2022,1638.31,2,107710
49678,2022,1843.88,0,184405
49679,2022,2749.12,0,98617
49680,2022,2681.07,0,128690
49681,2022,1651.1,1,95895
49683,2022,2681.07,0,19698
49684,2022,2752.72,0,170919
49685,2022,2681.07,0,38710
49686,2022,2068.7,4,247142
49687,2022,2404.66,0,26761
49688,2022,3308.83,0,120014
49690,2022,1836.45,3,52500
49691,2022,2358.73,0,31001
49692,2022,2250.13,0,3940
49693,2022,2277.73,2,86887
49694,2022,3378.7,0,23258
49697,2022,3712.87,0,138657
49698,2022,1503.02,2,37000
49703,2022,1621.85,1,28000
49704,2022,2767.28,0,51071
49709,2022,2767.28,1,15647
49713,2022,1539.36,3,60000
49714,2022,1233.46,1,166374
49717,2022,3035.98,0,18574
49718,2022,3141.61,0,80933
49720,2022,2805.99,2,40000
49721,2022,1492.73,2,153004
49723,2022,3261.01,0,23011
49724,2022,2813.1,0,116831
49725,2022,1437.52,2,29120
49729,2022,2957.37,0,32641
49730,2022,3200.17,0,22360
49731,2022,1442.84,0,4081
49733,2022,2893.49,0,162126
49734,2022,1767.41,2,189010
49735,2022,1511.41,1,72994
49736,2022,1412.84,0,30192
49737,2022,1545.14,1,52312
49738,2022,1838.97,1,81963
49739,2022,2025.22,0,48201
49740,2022,2706.55,0,40000
49741,2022,5369.84,1,32601
49747,2022,1910.83,1,130800
49748,2022,1464.55,1,23040
49749,2022,1622.74,1,32952
49750,2022,1787.58,1,64625
49751,2022,2065.56,4,152300
49752,2022,1594.23,0,59200
49753,2022,2086.59,1,10200
49754,2022,3038.54,0,17382
49755,2022,2571.68,0,14088
49758,2022,2880.82,0,16494
49759,2022,3067.18,0,39470
49760,2022,2922.96,0,23702
49761,2022,2944.42,0,42236
49762,2022,2922.96,0,29782
49763,2022,2969.13,0,50478
49766,2022,2922.96,0,43191
49767,2022,2854.2,0,11628
49768,2022,3047.87,0,120000
49772,2022,2582.99,0,17688
49775,2022,3068.89,0,68002
49776,2022,3415.88,2,25050
49777,2022,2700.63,0,17382
49778,2022,1551.93,5,52000
49779,2022,3261.01,0,39984
49781,2022,3084.36,0,22800
49787,2022,2001.54,0,51621
49788,2022,2532.9,2,52202
49789,2022,1724.16,1,70190
49790,2022,1461.07,0,28512
49791,2022,1430.41,1,62056
49792,2022,4290.85,1,54013
49793,2022,3094.69,0,162004
49794,2022,1727.71,1,129224
49795,2022,2956.13,0,120278
49796,2022,1629.57,3,50010
49799,2022,2808.97,0,32496
49802,2022,2779.45,0,56499
49803,2022,1495.08,3,20000
49804,2022,2964.54,0,22488
49805,2022,1759.67,4,104509
49806,2022,1856.55,1,26010
49807,2022,2893.49,0,40356
49808,2022,1838.81,2,91890
49809,2022,2635.78,0,92052
49810,2022,1739.81,1,70004
49811,2022,3110.33,2,28529
49812,2022,1828.64,2,30085
49813,2022,3239.56,0,105001
49816,2022,1643.37,2,110035
49817,2022,2013.29,2,114002
49818,2022,1635.41,2,93000
49819,2022,3497.41,0,17001
49820,2022,3031.7,0,26178
49821,2022,2549.39,0,25241
49822,2022,2506.36,0,19776
49823,2022,3093.21,0,6582
49824,2022,2852.51,3,14247
49826,2022,2824.02,0,100048
49827,2022,2824.02,0,34440
49828,2022,3196.71,0,52360
49829,2022,3057.7,0,249569
49833,2022,3161.69,0,10111
49836,2022,2877.93,0,19764
49838,2022,1721.78,1,53800
49840,2022,2233.44,3,70933
49841,2022,1800.06,2,0
49842,2022,1993.15,3,158110
49843,2022,2244.27,3,214061
49844,2022,2600.67,0,11688
49856,2022,2556.77,0,10800
49858,2022,2914.4,0,47377
49859,2022,2914.4,0,10182
49860,2022,1732.19,2,87000
49861,2022,2722.28,0,75700
49862,2022,2927.22,1,92859
49867,2022,2564.68,0,10800
49875,2022,1898.55,0,57597
49876,2022,3040.98,0,130158
49879,2022,2922.96,1,43010
49890,2022,3040.98,0,45466
49892,2022,2927.22,0,39931
49893,2022,1828.64,0,25240
49895,2022,3206.01,0,20012
49903,2022,2957.37,0,31185
49904,2022,3152.81,1,60000
49906,2022,2927.22,0,40339
49907,2022,2556.77,0,16656
49908,2022,3218.33,0,95689
49909,2022,3529.45,0,41502
49910,2022,2893.49,0,26384
49911,2022,2897.13,0,165502
49919,2022,2150.31,3,28000
49921,2022,1919.66,1,32000
49923,2022,2618.82,1,24000
49925,2022,2638.15,0,12000
49926,2022,1926.21,1,69805
49928,2022,1825.76,0,24925
49929,2022,2038.61,2,145040
49930,2022,2229.21,3,139000
49931,2022,1373.4,0,15000
49932,2022,1414.96,2,60001
49933,2022,1706.75,1,64612
49934,2022,1610.24,1,37462
49937,2022,3082.89,0,39000
49938,2022,3054.35,1,75164
49939,2022,2493.07,1,26100
49940,2022,1482.57,0,11484
49941,2022,1858.17,2,130240
49942,2022,3400.92,0,35000
49943,2022,3197.4,0,107631
49944,2022,2076.27,0,49000
49945,2022,2612.11,0,53983
49946,2022,1553.93,2,105000
49947,2022,3119.19,2,77100
49949,2022,1509.63,0,48000
49950,2022,1684.6,2,60000
49951,2022,2612.11,0,73361
49952,2022,1633.31,0,37880
49953,2022,2734.25,0,55028
49954,2022,3054.35,0,73290
49957,2022,1856.55,1,14440
49958,2022,3106.28,0,22000
49959,2022,1895.52,0,0
49960,2022,2225.83,3,71096
49961,2022,1699.82,4,65122
49962,2022,1422.33,2,39000
49963,2022,2793.62,0,11580
49965,2022,3054.35,0,160201
49966,2022,2921.74,0,62341
49967,2022,3567.76,0,36000
49968,2022,1363.61,0,91011
49974,2022,3239.56,0,16000
49975,2022,3247.86,0,28580
49976,2022,1537.96,1,81514
49979,2022,1451.88,3,32000
49980,2022,1631.49,1,37782
49983,2022,2399.17,3,102729
49984,2022,1503.67,2,70500
49987,2022,3262.15,0,74374
49988,2022,3067.18,0,39980
49989,2022,1495.08,1,42036
49991,2022,4449.4,0,24000
49992,2022,3499.41,1,40000
49993,2022,3032.24,0,60784
49996,2022,3034.52,0,26424
49997,2022,2545.57,0,12820
49998,2022,1307.27,1,70700
49999,2022,2451.13,0,44350
50000,2022,2841.7,0,4379
50001,2022,3200.55,0,29450
50002,2022,3462.94,1,146760
50003,2022,3068.07,0,99202
50004,2022,3204.23,0,134651
50007,2022,3110.81,0,50700
50008,2022,3017.03,0,14400
50009,2022,3513.99,2,0
50011,2022,1812.31,2,60051
50012,2022,2914.4,0,46483
50013,2022,3045.65,0,68020
50014,2022,1550.4,1,3200
50015,2022,2779.45,0,10320
50016,2022,1511.41,0,21840
50017,2022,3030.48,0,24656
50018,2022,3155.43,0,124320
50019,2022,1551.93,2,56000
50020,2022,2957.37,0,39560
50021,2022,3413.69,0,0
50022,2022,2927.22,0,36332
50023,2022,2075.95,2,130000
50025,2022,3186.54,0,16000
50026,2022,3246.72,0,86015
50028,2022,3134.23,0,34600
50029,2022,2582.99,0,23026
50030,2022,1536.44,1,20000
50032,2022,1699.28,2,48000
50033,2022,1721.17,0,60000
50034,2022,3030.3,0,55420
50035,2022,2921.74,0,45080
50036,2022,3051.91,0,22764
50039,2022,1948.27,0,26000
50040,2022,2018.17,1,86400
50045,2022,2056.92,0,49800
50046,2022,1735.85,2,216674
50047,2022,1503.67,1,66320
50048,2022,1753.25,1,179000
50049,2022,1549.02,2,112000
50050,2022,2917.31,0,243351
50051,2022,2566.52,0,26347
50052,2022,5008.92,2,22000
50053,2022,1375.93,0,55627
50054,2022,4309.8,0,47005
50055,2022,5011.18,0,41221
50058,2022,2764,0,627486
50061,2022,4107.47,0,30000
50064,2022,1274.71,1,35000
50067,2022,4037.4,0,62000
50070,2022,4234.51,0,247037
50073,2022,3608.27,0,71482
50075,2022,3219.85,0,24852
50076,2022,2783.58,1,17400
50077,2022,3782.9,0,50110
50081,2022,1325.6,3,70075
50082,2022,1274.71,3,5400
50083,2022,2961.85,0,58350
50085,2022,3781.54,0,33603
50086,2022,3151.63,0,102412
50087,2022,2577.81,0,81643
50089,2022,5481.44,0,50021
50090,2022,4458.81,0,103504
50091,2022,1402.31,0,81000
50092,2022,4002,0,104000
50095,2022,2884.58,0,43285
50096,2022,2742.95,0,43962
50097,2022,3904.62,0,130202
50098,2022,3715.81,0,118040
50099,2022,3028.59,0,80020
50100,2022,2990.51,0,79197
50101,2022,3091.78,0,36406
50102,2022,3654.28,0,173531
50103,2022,3383.69,0,20618
50104,2022,3895.97,0,17745
50107,2022,1796.73,1,33010
50108,2022,3236.64,0,82317
50111,2022,2434.16,0,60000
50112,2022,1850.8,1,10200
50113,2022,3781.9,0,442149
50116,2022,1802.88,0,457126
50120,2022,2447.57,1,98953
50121,2022,2058.23,2,118708
50123,2022,2261.55,0,42020
50125,2022,2151.67,0,14382
50126,2022,3926.78,2,44000
50128,2022,2433.77,1,28000
50129,2022,2206.71,2,89314
50130,2022,2423.67,1,65292
50131,2022,2872.71,0,34000
50132,2022,1775.12,0,118615
50133,2022,1908.57,0,50030
50134,2022,1425.55,0,20000
50136,2022,2804.38,0,12855
50139,2022,1684.55,1,101501
50140,2022,2549.07,0,35886
50141,2022,2523.19,0,3240
50143,2022,2140.72,1,130090
50144,2022,2283.71,1,59185
50145,2022,1418.21,0,63000
50146,2022,2266.81,2,101000
50147,2022,2918.54,0,18000
50148,2022,2855.5,0,63051
50149,2022,2920.02,0,19200
50150,2022,2855.5,0,36051
50151,2022,3869.97,0,57500
50152,2022,1959.92,2,85102
50153,2022,3755.57,0,9240
50159,2022,3957.8,0,0
50161,2022,3593.22,0,20982
50162,2022,3733.72,0,67770
50163,2022,1601.59,2,60031
50164,2022,2283.22,1,108600
50167,2022,2593.48,2,325000
50170,2022,2245.81,2,132035
50171,2022,3756.66,0,205733
50187,2022,3054.58,0,210001
50191,2022,2116.74,0,96113
50192,2022,1588.38,0,206011
50193,2022,2865.33,0,14103
50194,2022,3176.62,0,63360
50195,2022,4010.46,0,42632
50196,2022,3212.43,1,49881
50197,2022,4299.88,0,106631
50198,2022,3130.6,0,2200
50199,2022,2156.36,2,235002
50200,2022,3966.52,2,262301
50201,2022,3427.4,1,32010
50202,2022,3621.11,0,4000
50206,2022,2151.46,1,34001
50207,2022,1968.54,3,37040
50208,2022,3809.9,0,118058
50209,2022,1444.8,2,141937
50219,2022,3250.39,0,112408
50226,2022,2233.51,1,77313
50229,2022,2196.88,0,40001
50232,2022,1776.87,4,49067
50242,2022,2366.81,0,38000
50243,2022,1931.05,2,10644
50245,2022,2661.4,3,39600
50246,2022,3678.03,2,33537
50247,2022,2184.11,1,1100140
50248,2022,2598.37,0,50411
50249,2022,2138.89,0,99724
50250,2022,2012.84,0,66600
50251,2022,2024.68,0,70541
50254,2022,2595.72,0,61798
50255,2022,2137.55,2,144056
50256,2022,2164.68,1,120000
50257,2022,2658.16,1,113724
50258,2022,1622.48,0,4400
50259,2022,1673.82,0,1167500
50260,2022,1874.33,1,89000
50261,2022,1628.13,1,103209
50262,2022,2062.69,1,22000
50263,2022,1819.94,2,1901
50264,2022,1287.13,2,42318
50265,2022,2998.74,0,145
50266,2022,3447.54,0,52900
50268,2022,2233.51,2,86600
50271,2022,2976.12,0,52716
50272,2022,2724.65,0,29726
50274,2022,2604.43,0,38172
50278,2022,3918.4,2,18000
50280,2022,2604.43,0,87235
50282,2022,2750.24,0,52202
50283,2022,1409.18,4,114301
50285,2022,2736.88,1,63502
50287,2022,3183.83,0,-1445
50288,2022,2824.02,0,40992
50290,2022,2717.87,3,49000
50291,2022,2339.97,1,51337
50293,2022,1959.47,1,172716
50294,2022,2086.97,2,142000
50296,2022,3055.54,1,113949
50298,2022,2451.34,5,89810
50299,2022,1606.68,0,6445
50300,2022,1811.88,0,22000
50301,2022,1340.6,0,28741
50302,2022,2326.23,1,75402
50305,2022,3035.4,1,69009
50306,2022,2423.78,0,210000
50307,2022,1854.33,1,129000
50308,2022,2216.55,0,129125
50309,2022,2549.39,0,64779
50310,2022,2985.6,0,31742
50311,2022,3236.16,0,27002
50312,2022,2899.06,0,48781
50313,2022,3236.98,2,21966
50314,2022,2549.39,0,200321
50315,2022,3379.8,0,48030
50316,2022,2810.15,4,58000
50317,2022,3161.69,0,12972
50319,2022,3361.11,0,92011
50320,2022,2836.45,0,60847
50321,2022,3022.11,0,18377
50322,2022,2316.04,1,69000
50324,2022,3200.96,0,135576
50330,2022,1925.1,1,38270
50331,2022,1735.15,2,60550
50332,2022,1255.18,1,32708
50333,2022,1434.22,0,69382
50334,2022,3542.9,0,39823
50335,2022,3175.68,0,0
50336,2022,3674.85,0,40000
50338,2022,3510.16,0,19001
50339,2022,4204.85,0,23013
50340,2022,2963.09,0,25215
50343,2022,3412.39,0,88065
50344,2022,3212.43,0,111683
50345,2022,3820.18,0,288355
50347,2022,3435.66,0,52775
50348,2022,2202.52,0,26613
50349,2022,2970.73,0,121096
50350,2022,4033.45,0,13074
50351,2022,2495.38,0,10704
50352,2022,4216.71,0,19014
50353,2022,3435.66,0,29815
50354,2022,3071.15,0,222005
50355,2022,3057.7,0,82222
50356,2022,1281.5,1,24001
50357,2022,1684.97,4,104727
50358,2022,3745.61,0,27603
50359,2022,3418.23,1,53569
50360,2022,3079.67,0,132370
50361,2022,2549.39,0,18900
50362,2022,3197.83,1,415800
50363,2022,3281.77,0,83011
50365,2022,2887.84,0,20388
50366,2022,1633.29,2,390263
50367,2022,3599.96,0,45949
50368,2022,3558.21,1,9865
50373,2022,1569.11,2,95179
50374,2022,1790.12,2,179238
50381,2022,1725.13,0,85752
50383,2022,1969.24,3,112430
50384,2022,1956.28,1,79689
50385,2022,1689.55,0,17694
50387,2022,3007.58,0,41350
50388,2022,2981.02,0,96300
50389,2022,1810.49,2,47818
50390,2022,3215.04,0,26003
50392,2022,1827.95,4,67370
50393,2022,3071.15,0,46076
50394,2022,2224.08,0,43010
50396,2022,1790.12,4,22573
50401,2022,3731.93,0,45300
50402,2022,2741.53,1,52260
50403,2022,3130.6,0,17662
50404,2022,2506.36,0,67965
50405,2022,2899.06,0,108184
50407,2022,1677.59,1,63000
50408,2022,2712.72,0,23284
50412,2022,3236.98,0,21610
50413,2022,2785.67,0,162709
50415,2022,1968.54,2,338000
50416,2022,3418.23,0,63655
50417,2022,2239.06,1,80248
50418,2022,2802.06,1,28002
50421,2022,4907.47,0,11761
50424,2022,1432.35,1,84501
50426,2022,3395.55,0,6249
50427,2022,2099.26,3,67400
50428,2022,2029.8,0,10092
50429,2022,3418.23,2,69146
50430,2022,3144.37,0,34442
50432,2022,5253.88,0,30061
50435,2022,2248.91,2,9480
50436,2022,3023.55,0,39972
50437,2022,2897.84,0,50000
50438,2022,1403.01,2,21000
50440,2022,2738.54,0,33000
50441,2022,3637.04,0,16524
50443,2022,4210.89,1,142831
50444,2022,3164.94,0,14116
50447,2022,2878.57,2,80102
50449,2022,1981.93,0,120016
50450,2022,2149.23,1,135168
50451,2022,2028.99,1,51637
50452,2022,2597.84,3,140101
50455,2022,3091.78,1,88736
50456,2022,1562.74,1,130742
50457,2022,2361.39,3,104607
50458,2022,3093.07,0,24010
50460,2022,2742.95,0,5903
50461,2022,3026.91,0,66326
50462,2022,2905.76,0,26126
50463,2022,3204.09,0,129986
50467,2022,2859.09,0,48091
50468,2022,2055.18,1,84249
50469,2022,1619.56,1,76543
50470,2022,1532.53,0,14053
50471,2022,1608.17,2,115003
50472,2022,3015.33,0,97875
50474,2022,3100.35,0,16659
50475,2022,2612.61,0,35150
50476,2022,2333.99,0,100441
50477,2022,2967.63,0,801750
50479,2022,3011.83,0,20000
50481,2022,3368.87,0,68377
50483,2022,3393.88,0,72590
50484,2022,2730.94,0,16476
50485,2022,2537.91,0,26436
50488,2022,2868.82,0,15500
50489,2022,3272.23,0,64005
50490,2022,3371.02,0,41201
50491,2022,2897.27,0,313604
50492,2022,2776.16,0,73584
50493,2022,3027.79,0,142200
50495,2022,3393.88,0,90372
50497,2022,2015.36,3,95063
50498,2022,1263.61,2,155701
50504,2022,2982.99,0,18225
50505,2022,3019.28,0,29152
50507,2022,2855.5,1,69402
50508,2022,1339.79,1,14600
50509,2022,3144.31,1,33701
50510,2022,2920.02,0,26120
50511,2022,3057.25,0,0
50512,2022,1737.98,2,70050
50513,2022,2648.32,0,66023
50514,2022,1655.2,1,45000
50517,2022,1614.82,2,115433
50518,2022,3417.47,0,210015
50519,2022,2990.68,0,43114
50520,2022,2962.5,2,86020
50521,2022,2962.5,2,116030
50522,2022,3443.59,0,107051
50523,2022,2245.66,3,1
50525,2022,2429.59,2,111075
50526,2022,1644.26,4,63391
50527,2022,3368.47,0,170329
50528,2022,3435.32,0,105000
50529,2022,4105.2,0,33002
50530,2022,1412.43,1,116101
50531,2022,5067.77,0,241234
50532,2022,1412.43,4,61400
50533,2022,1483.28,1,43502
50534,2022,3001.04,0,246845
50537,2022,4918.8,0,54900
50538,2022,3358.12,0,129026
50539,2022,2961.85,1,142071
50541,2022,3645.44,0,20804
50543,2022,2982.99,1,74153
50544,2022,1544.97,1,28021
50545,2022,3356.26,0,89000
50550,2022,2930.14,0,45673
50551,2022,3091.78,0,79001
50552,2022,3450.43,0,33020
50553,2022,1637.06,2,128000
50554,2022,3034.71,0,109552
50555,2022,2962.5,2,120000
50556,2022,3618.87,0,40788
50557,2022,2519.92,0,28000
50559,2022,1594.63,0,16800
50560,2022,5554.7,0,15080
50561,2022,2742.95,0,21195
50562,2022,3483.1,0,35001
50563,2022,5579.13,0,50000
50564,2022,2672.63,3,45078
50569,2022,4967.31,0,54002
50570,2022,3441.19,0,117766
50571,2022,3144.69,0,58002
50573,2022,4207.44,0,37046
50574,2022,3761.97,0,51500
50576,2022,4989.16,0,200011
50577,2022,1841.84,2,207001
50578,2022,4287.41,0,56560
50583,2022,3026.91,0,3032
50584,2022,3356.26,0,140781
50585,2022,1973.08,3,68000
50588,2022,2512.14,1,48576
50589,2022,3028.59,3,28602
50590,2022,3676.03,0,57082
50592,2022,3236.64,0,91958
50593,2022,3034.71,3,41552
50594,2022,3661.47,0,60160
50595,2022,1956.54,0,32040
50596,2022,1980.49,0,76603
50597,2022,3449.83,0,0
50598,2022,2523.19,0,24600
50599,2022,5508.73,0,120000
50600,2022,2999.88,2,13500
50601,2022,1572.73,1,80810
50603,2022,2855.5,0,15012
50604,2022,1693.9,0,141003
50605,2022,2833.3,1,154664
50607,2022,2310.7,1,172401
50609,2022,2855.5,0,44158
50612,2022,1608.17,3,85001
50614,2022,3383.69,0,127303
50617,2022,1619.26,3,22000
50618,2022,2222.37,1,24000
50620,2022,1716.07,1,52897
50621,2022,1952.39,5,52555
50622,2022,2897.91,3,142124
50623,2022,2391.24,0,40400
50624,2022,2407.46,1,39280
50625,2022,2725.25,0,60101
50626,2022,2196.7,2,412025
50627,2022,1882.45,0,106364
50633,2022,2167.99,0,13698
50635,2022,2276.98,2,242014
50636,2022,2566.75,0,15318
50637,2022,3135.21,0,153000
50638,2022,2313.23,1,10800
50639,2022,2236.21,0,88334
50640,2022,1781.26,1,130535
50641,2022,1483.86,1,71500
50642,2022,1689.49,0,85028
50643,2022,3037.09,1,131850
50644,2022,3105.39,3,60700
50645,2022,1608.17,2,59052
50646,2022,3197.02,0,17382
50647,2022,3026.91,1,98619
50650,2022,3211.08,0,210060
50651,2022,3211.08,1,84480
50653,2022,1755.13,1,110001
50654,2022,2485.98,0,112665
50655,2022,1826,0,115690
50656,2022,1464.58,0,99672
50657,2022,1558.25,1,507155
50658,2022,2601.16,2,56000
50659,2022,2566.52,0,14040
50660,2022,2677.49,0,257973
50661,2022,2960.83,0,107829
50662,2022,2980.68,0,22936
50663,2022,1483.14,3,163200
50664,2022,2980.68,0,15001
50665,2022,2925.61,0,9396
50666,2022,2196.7,1,60009
50667,2022,1563.49,2,80650
50668,2022,2897.27,0,30522
50671,2022,4390.97,0,28468
50673,2022,2138.16,1,22680
50674,2022,2037.02,2,15845
50676,2022,3053.97,0,44086
50677,2022,1578.43,0,745987
50678,2022,1943.56,1,65017
50679,2022,1798.4,3,523534
50683,2022,1796.84,1,66892
50684,2022,1806.82,0,30883
50685,2022,1902.2,1,45002
50686,2022,2814.41,1,43600
50689,2022,1795.61,0,28058
50690,2022,3777.95,0,113785
50694,2022,1962.07,0,44002
50695,2022,1721.63,0,63964
50696,2022,2193.13,1,11500
50698,2022,2105.63,3,24000
50699,2022,3718.06,0,21398
50700,2022,3408.81,0,30000
50701,2022,3815.25,0,95740
50702,2022,1962.07,0,11328
50704,2022,2035.66,0,20440
50705,2022,1803.51,0,12408
50706,2022,1803.51,0,10332
50707,2022,1803.51,0,10332
50708,2022,1803.51,0,10392
50709,2022,2055.49,1,64020
50710,2022,7668.91,0,37000
50712,2022,3285.38,0,20382
50714,2022,3285.38,0,43555
50716,2022,1829.21,0,177015
50718,2022,2795.19,0,118013
50720,2022,1770.71,3,17000
50721,2022,2246.25,0,159851
50725,2022,3285.38,0,29712
50726,2022,1656.77,1,56000
50728,2022,1806.82,0,34542
50729,2022,1700.74,2,205702
50730,2022,3444.02,0,145098
50732,2022,3263.76,0,73864
50733,2022,3381.58,0,109204
50734,2022,2821.65,0,46742
50735,2022,3832.04,0,63125
50736,2022,3371.25,0,15754
50740,2022,1729.2,0,35382
50741,2022,2797.04,2,95500
50743,2022,2548.36,0,75000
50751,2022,2559.57,0,80000
50752,2022,2064.54,0,36002
50753,2022,2809.29,0,43884
50755,2022,3943.44,0,125000
50756,2022,4191.77,0,162175
50757,2022,3291.93,0,50000
50758,2022,2055.49,0,13464
50759,2022,3458.94,0,77800
50760,2022,3370.79,0,304654
50761,2022,2065.86,1,103888
50762,2022,3516.03,0,16000
50763,2022,1864.72,4,23000
50764,2022,2094.12,0,38280
50765,2022,3628.22,0,271250
50766,2022,3739.11,0,127201
50767,2022,1962.07,0,120021
50768,2022,2055.49,0,50000
50769,2022,2382.32,0,86046
50770,2022,3239.97,0,27660
50771,2022,4009.05,0,26200
50772,2022,3532.14,1,94325
50773,2022,6199.53,0,50612
50774,2022,1729.2,0,4452
50775,2022,2106.87,0,0
50776,2022,3516.67,0,100000
50777,2022,3585.98,0,143227
50779,2022,3193.26,0,17678
50780,2022,1831.58,0,180001
50781,2022,3052.39,0,25001
50782,2022,2821.65,0,11742
50783,2022,1712.72,3,38827
50784,2022,2870.1,0,416473
50785,2022,4458.83,1,18700
50786,2022,3941.24,0,52686
50787,2022,3312.19,0,190109
50788,2022,1920.06,2,205011
50789,2022,2057.9,3,300000
50790,2022,3590.91,2,108002
50791,2022,1616.38,2,78800
50792,2022,1878.73,0,149510
50793,2022,3381.58,0,23649
50794,2022,3373.03,0,108151
50795,2022,3423.8,0,46000
50796,2022,1705.21,4,54005
50797,2022,2261.09,4,175382
50798,2022,3182.45,2,13400
50799,2022,3102.27,3,43694
50800,2022,2827.87,2,32000
50801,2022,2086.47,0,64650
50802,2022,1830.65,2,548822
50803,2022,2283.62,0,88000
50804,2022,3109.84,1,102560
50805,2022,3832.04,0,184558
50806,2022,1729.2,0,32982
50808,2022,1996.05,0,69997
50813,2022,4405.8,0,122151
50814,2022,1721.63,0,25892
50820,2022,3513.44,0,103003
50832,2022,4088.22,0,40501
50835,2022,2141.97,1,31201
50843,2022,2821.65,0,39277
50845,2022,2150.31,2,64191
50851,2022,2381.25,3,170162
50852,2022,1846.07,0,15601
50859,2022,3889.2,0,32000
50866,2022,1725.65,3,33469
50867,2022,1753.07,0,120710
50868,2022,2076.54,0,20000
50869,2022,1725.65,4,78000
50870,2022,1683.16,0,86228
50872,2022,3292.32,5,50000
50877,2022,3084.83,4,38000
50878,2022,2664.72,1,67000
50880,2022,2252.06,0,37000
50881,2022,2356.44,1,1009000
50885,2022,2387.05,0,11874
50886,2022,2554.11,0,9600
50887,2022,2736.25,0,30025
50888,2022,2352.01,0,57036
50889,2022,2337.42,0,68528
50890,2022,2493.16,0,22468
50891,2022,2514.28,0,1304
50892,2022,2375.61,1,27188
50895,2022,2595.42,0,41182
50896,2022,2243.44,1,34248
50897,2022,2151.01,0,13000
50898,2022,3500.93,0,30628
50900,2022,2365.82,0,10080
50901,2022,2451.42,1,20724
50902,2022,2733.05,0,11700
50903,2022,1922.27,2,286304
50904,2022,2362.3,2,295030
50905,2022,2927.07,2,235067
50908,2022,2188.11,0,19080
50909,2022,4650.73,3,0
50910,2022,4191.73,2,30000
50911,2022,3794.06,0,20000
50912,2022,2145.57,1,68582
50913,2022,2107.18,0,38182
50915,2022,2211.45,0,43700
50917,2022,4172.2,0,128664
50918,2022,2865.22,2,370010
50920,2022,1859.2,0,163240
50921,2022,2235.04,2,24000
50922,2022,3768.72,1,18700
50923,2022,2638.6,1,26018
50924,2022,1859.2,0,8406
50925,2022,2031.56,0,66702
50926,2022,1959.33,1,97000
50927,2022,2144.15,1,9372
50928,2022,1873.06,0,42995
50929,2022,2614.4,1,113915
50930,2022,2264.95,0,0
50931,2022,2128.29,0,65000
50932,2022,2158.78,0,11862
50933,2022,2233.23,0,3
50934,2022,3170.1,0,46000
50936,2022,3417.25,0,78850
50937,2022,3193.26,0,43322
50938,2022,4533.56,0,1200
50940,2022,3628.22,0,62000
50941,2022,5174.86,0,30000
50942,2022,3418.88,1,84481
50943,2022,1722.93,1,78680
50944,2022,1535.41,2,14856
50946,2022,2591.84,1,58988
50952,2022,1785.48,2,118370
50953,2022,1906.71,1,24000
50954,2022,3193.26,0,67168
50955,2022,3598.85,0,80500
50957,2022,3841.66,0,25000
50958,2022,5579.31,1,54000
50959,2022,3372,0,58600
50960,2022,1860.12,1,42780
50962,2022,3239.97,1,76080
50963,2022,3239.97,0,53335
50964,2022,3136.1,0,28352
50965,2022,3643.26,0,113340
50968,2022,3356.49,0,246999
50969,2022,2373.22,1,198122
50971,2022,4112.12,0,71000
50972,2022,4449.78,1,25700
50974,2022,3207.06,0,516526
50975,2022,3350.51,0,90480
50976,2022,3702.18,0,42120
50977,2022,2716.97,1,134727
50978,2022,3734.13,0,82830
50979,2022,4535.25,0,60083
50980,2022,2022.33,0,30030
50981,2022,4043.42,0,9506
50983,2022,3761.4,0,68379
50985,2022,3430.89,0,45006
50986,2022,3350.51,0,58946
50987,2022,3683.7,0,17651
50988,2022,3587.23,0,13811
50989,2022,4425.18,1,379210
50990,2022,4512.46,0,201350
50991,2022,3873.5,0,146133
50994,2022,2197.11,0,12214
51000,2022,3832.04,0,29000
51001,2022,4153.65,0,184002
51002,2022,3333.67,0,50460
51003,2022,2065.86,2,116300
51005,2022,3285.38,0,138550
51006,2022,4412.74,0,75710
51009,2022,1687.2,1,272200
51012,2022,4211.18,0,130255
51013,2022,3901.15,0,16441
51014,2022,3942.02,1,21303
51015,2022,1854.04,1,259850
51016,2022,2191.01,0,65013
51017,2022,1893.56,0,91560
51019,2022,4232.87,0,112000
51020,2022,3777.95,0,97696
51021,2022,3463.46,0,194330
51023,2022,4449.78,0,25220
51024,2022,4516.42,0,40605
51025,2022,5742.51,0,93121
51026,2022,3276.74,0,36088
51027,2022,3602.14,0,70070
51030,2022,3959.73,0,41150
51031,2022,2607.66,1,31200
51032,2022,3854.05,2,87646
51034,2022,3039.02,1,55000
51035,2022,5127.54,0,115568
51036,2022,3093.91,0,85050
51039,2022,3078.12,1,30
51040,2022,1726.03,0,63200
51041,2022,3901.15,0,31204
51043,2022,2940.6,1,41057
51045,2022,1909.53,0,60021
51050,2022,5714.06,0,66100
51054,2022,4007.59,0,182622
51056,2022,5537.88,0,45000
51062,2022,1854.19,0,17690
51065,2022,3101.81,1,85300
51066,2022,1600.95,0,44666
51068,2022,3617.99,0,140816
51069,2022,4232.87,0,0
51070,2022,3938.87,0,75652
51073,2022,2055.32,0,62900
